Código Olla Común;Nombre de las Ollas Comunes;Departamento;Provincia;Distrito;Referencia;Centro Poblado;Cocina;N° Beneficiarios;Estado
X1501320358;LAS FLORES DE SAN JUAN DE LURIGANCHO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;40;Transitado
X1501320359;LOS JARDINES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;21;Inactivo
X1501320360;NUEVA CASUARINA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;71;Transitado
X1501320361;DOS PUEBLOS UNIDOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;27;Transitado
X1501320362;LA FORTALEZA DE MONTECRISTO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;50;Transitado
X1501320363;NUEVA ESPERANZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320364;LUZ Y ESPERANZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;40;Inactivo
X1501320365;JUANA DE ARCO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;81;Transitado
X1501320366;LOS HIJOS DE SANTA FE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;93;Transitado
X1501320367;COMITÉ DE DAMAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320368;MIRADOR CERRO SAUCE ALTO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;73;Inactivo
X1501320369;NUEVO AMANECER C5;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;60;Transitado
X1501320370;DIOS PROVEERA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;94;Transitado
X1501320371;MADRES EMPRENDEDORAS ALAMO 1;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;48;Inactivo
X1501320372;CERRO SAUCE ALTO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;36;Inactivo
X1501320373;MUJERES UNIDAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;46;Transitado
X1501320374;LUZ DEL PARAISO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320375;LOS HIJOS DEL NUEVO PARAISO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320376;CORAZON SAGRADO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;27;Transitado
X1501320377;SAN JOSE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;46;Transitado
X1501320378;NUEVO HORIZONTE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;48;Transitado
X1501320379;SAGRADO CORAZON DE JESUS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;71;Transitado
X1501320380;LAS BRISAS DE CANTO CHICO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;70;Transitado
X1501320381;LAS LUCHADORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;42;Transitado
X1501320382;MAMITAS ESFORZADAS DE PALAO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;67;Transitado
X1501320383;MUJERES EN ACCION;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;57;Cancelado
X1501320384;OLLITAS SOLIDARIAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;53;Transitado
X1501320385;LA SABROSA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;70;Transitado
X1501320386;NUEVO AMANECER;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;22;Inactivo
X1501320387;NUEVO PERU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;86;Transitado
X1501320388;SEÑOR DE LOS MILAGROS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;45;Transitado
X1501320389;EL BUEN SAMARITANO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;65;Inactivo
X1501320390;FUNDADORAS DE CANDAMO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;35;Inactivo
X1501320391;SANTA ROSA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;32;Inactivo
X1501320392;JERUSALEN JIREH;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;69;Transitado
X1501320393;LAS EMPRENDEDORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;48;Transitado
X1501320394;LAS ROCAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;33;Transitado
X1501320395;LA ESPERANZA DE LOS ROSALES DE NUEVO PERU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;91;Transitado
X1501320396;SEÑOR DE LOS MILAGROS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;70;Transitado
X1501320397;COMITE 55D;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;45;Transitado
X1501320398;SAN HILARION COMITÉ 55E MADRES CORAJE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;22;Inactivo
X1501320399;COMITÉ 68 A (SAN HILARION ALTO 68 A);LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;30;Inactivo
X1501320400;LOS TRIUNFADORES DE SAN JUAN;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;29;Inactivo
X1501320401;MANOS UNIDAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;56;Inactivo
X1501320402;OLLA COMUN LAS MUJERES EMPRENDEDORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;60;Transitado
X1501320403;GRACIA CALVARY CHAPEL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;34;Transitado
X1501320404;DAMAS SOLIDARIAS HACIA EL ÉXITO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;67;Transitado
X1501320405;TIERRA PROMETIDA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;67;Transitado
X1501320406;KEIKO SOFIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;43;Inactivo
X1501320407;COMITÉ 71;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;51;Transitado
X1501320408;ALTA MONTAÑAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;44;Cancelado
X1501320409;UNIDOS EN CRISTO VILLA FLORIDA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;88;Transitado
X1501320410;MUJERES VIRTUOSAS COMITE 72;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;49;Transitado
X1501320411;LA FORTALEZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;73;Inactivo
X1501320412;OLLA COMUN CORAZON DE JESUS EN ASOC. DE VIVIENDA CANADA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;34;Transitado
X1501320413;SAN PEDRO Y SAN PABLO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;45;Transitado
X1501320414;VILLA CELIM;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;24;Inactivo
X1501320415;DIOS ES AMOR ¨SARITA COLONIA ¨;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;51;Inactivo
X1501320416;SAN FRANCISCO DE ASIS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;55;Inactivo
X1501320417;LOS JARDINES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320418;MANA DEL CIELO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;60;Transitado
X1501320419;ELYCARSA DE J.P. II;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;60;Transitado
X1501320420;UN PUEBLO CON ESPERANZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;46;Transitado
X1501320421;SAN ANTONIO DE PADUA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;84;Transitado
X1501320422;SILVANO TORRES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320423;SAN MARTIN DE PORRES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Con balón de Gas;84;Transitado
X1501320424;ADONAY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;31;Inactivo
X1501320425;EL MOLINO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320426;1RO DE ABRIL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;62;Transitado
X1501320427;EL PROGRESO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320428;LAS COLINAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;38;Transitado
X1501320429;LAS COLINAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320430;ROSA DE GUADALUPE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;76;Transitado
X1501320431;MARIA PARADO DE BELLIDO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;53;Transitado
X1501320432;VIRGEN DEL CARMEN;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320433;VALLE DE COLCA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;15;Cancelado
X1501320434;NUEVA JUVENTUD 14 DE FEBRERO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;86;Inactivo
X1501320435;NUEVA VENTURA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;50;Inactivo
X1501320436;ALIPIO PONCE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;43;Inactivo
X1501320437;LA EXITOSA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;50;Transitado
X1501320438;INMACULADA CONCEPCION;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320439;MISKY MIKUY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320440;MADRES GUERRERAS DE PADUA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;60;Transitado
X1501320441;COLINA 14;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320442;AMOR Y ESPERANZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;59;Inactivo
X1501320443;EL BALCON DE SAN FERNANDO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;35;Inactivo
X1501320444;LAS EMPRENDEDORAS DE LAS QUEBRADAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;39;Transitado
X1501320445;POR UN NUEVO AMANECER LAS PODEROSAS DE 13 DE ABRIL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;50;Transitado
X1501320446;EL NUEVO MIRADOR POR SIEMPRE 7 CANTO GRANDE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;47;Transitado
X1501320447;MADRES EMPRENDEDORAS DE MIRADOR;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;27;Inactivo
X1501320448;AAFF. NUEVA JERUSALEN;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;51;Transitado
X1501320449;OLLITA COMUN LUCERO DE 28;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;30;Transitado
X1501320450;PUEBLOS UNIDOS POR UNA SOLA CAUSA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;110;Transitado
X1501320451;LAS LOMAS DE LA FRAGATA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;46;Inactivo
X1501320452;5 DE JULIO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;33;Transitado
X1501320453;COMBATE DE ANGAMOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320454;MADRES LUCHADORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;41;Transitado
X1501320455;OLLA MILAGROSA LOS LEONES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;28;Transitado
X1501320456;LAS EMPRENDEDORAS DE CASUARINAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;29;Transitado
X1501320457;OLLITA COMUN HUANCARAY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;0;Cancelado
X1501320458;TEMPLO MANO DE DIOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;33;Transitado
X1501320459;UNIDOS POR LA OLLA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;48;Transitado
X1501320460;MUJERES TRIUNFADORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;32;Transitado
X1501320461;MADRES LUCHADORAS DE HUASCAR;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;37;Transitado
X1501320462;AMPLIACION TARAPACA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;62;Transitado
X1501320463;LOS CLAVELES II MADRE UNIDAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320464;NUEVA JERUSALEN;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;45;Transitado
X1501320465;SANTA ROSITA II;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;75;Transitado
X1501320466;UNA SOLA FUERZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;47;Transitado
X1501320467;LOS AMAUTAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;51;Transitado
X1501320468;MANO DE DIOS II ETAPA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320469;NUEVO AMANECER;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;96;Transitado
X1501320470;UNIDOS CONTRA LA PANDEMIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;37;Cancelado
X1501320471;AA. HH. PARAISO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;48;Inactivo
X1501320472;MANO DE DIOS III ETAPA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;109;Transitado
X1501320473;JARDINES DE HUASCAR;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;17;Inactivo
X1501320474;HAMBRE CERO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;49;Transitado
X1501320475;OLLA COMUN DE MADRES GENEROSAS DE SOL DE ORO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;37;Transitado
X1501320476;MAMITAS EMPRENDEDORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;31;Transitado
X1501320477;JUAN VELASCO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;49;Transitado
X1501320478;MADRES LUCHADORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;30;Transitado
X1501320479;AMADOS HIJOS DE JESUS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;41;Transitado
X1501320480;ROCA FUERTE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;44;Transitado
X1501320481;CUARENTENA SIN HAMBRE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;40;Transitado
X1501320482;CORAZON DE PUEBLO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320483;CERRO AZUL PEDREGAL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;46;Transitado
X1501320484;EL TREBOL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;73;Inactivo
X1501320485;MADRES UNIDAS LUCHANDO CONTRA LA PANDEMIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;38;Transitado
X1501320486;INCLUSION SOCIAL CON PERSONAS CON DISCPACIDAD SEÑOR DE ASUNCION;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;26;Inactivo
X1501320487;MICAELA BASTIDAS PARTE ALTA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;36;Cancelado
X1501320488;MUJERES EMPRENDEDORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;43;Cancelado
X1501320489;HIJOS DE BALCONES DE BELEN;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;47;Inactivo
X1501320490;EL BOSQUE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320491;MUJERES EMPRENDEDORAS DE HUASCAR;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;28;Inactivo
X1501320492;MADRES UNIDAS DE PEDREGAL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;29;Inactivo
X1501320493;"""EL PROGRESO FUERZA Y UNION"" EPFU";LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;56;Transitado
X1501320494;LAGRIMAS DEL SOL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;56;Transitado
X1501320495;CRUZ DEL ROSAL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;34;Cancelado
X1501320496;BELEN;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;26;Transitado
X1501320497;BARRIO UNIDO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;24;Cancelado
X1501320498;OLLA COMUN LA BENDICION DE DIOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;52;Transitado
X1501320499;UNIDOS CONTRA EL HAMBRE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;25;Inactivo
X1501320500;CRUZ DEL CALVARIO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320501;3 DE MARZO II;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;50;Transitado
X1501320502;AMPLIACION ALTO ROSAL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;27;Transitado
X1501320503;08 DE DICIEMBRE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;42;Transitado
X1501320504;MADRES LUCHADORAS ALTO ROSAL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;84;Inactivo
X1501320505;COCINAS FELICES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;69;Transitado
X1501320506;EL ORIGEN CRUZ DEL ROSAL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320507;MOTIVADORAS DE LOS ANGELES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;55;Cancelado
X1501320508;SIEMPRE UNIDO JUNTOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;40;Transitado
X1501320509;FLOR HURTADO BRISAS DE HUASCAR;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;38;Transitado
X1501320510;MAMITAS PRESERVERANTES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Con balón de Gas;0;Cancelado
X1501320511;NUEVA ALIANZA, VIRGEN MARIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320512;DELICIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;98;Transitado
X1501320513;LOS RESILIENTES DEL MIRADOR LAS LOMAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;70;Transitado
X1501320514;ESTRELLITA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;96;Transitado
X1501320515;SANTA ROSA DE SANTA MARIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;72;Transitado
X1501320516;MUJERES VALIENTES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;56;Inactivo
X1501320517;OLLITA MILAGROSA S.M;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;60;Transitado
X1501320518;MADRES LUCHADORAS DE SANTA MARIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;36;Transitado
X1501320519;LUZ DE ESPERANZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;75;Transitado
X1501320520;LAS TRIUNFADORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;53;Transitado
