Código Olla Común;Nombre de las Ollas Comunes;Departamento;Provincia;Distrito;Referencia;Centro Poblado;Cocina;N° Beneficiarios;Estado
X1501320179;fortaleza 2 etapa;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320180;MUJER MARAVILLOSA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;66;Transitado
X1501320181;UNA VIDA DIGNA YANAPAKUY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;56;Inactivo
X1501320182;GLORIOSO 09 DE OCTUBRE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;27;Inactivo
X1501320183;LOS JARDINES DE SANTA ROSA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;41;Transitado
X1501320184;SAGRADO CORAZON DE CRISTO REY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;59;Inactivo
X1501320185;CRISTO REY 4;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320186;LAS PRADERAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;55;Transitado
X1501320187;LA FLORIDA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;84;Transitado
X1501320188;DIOS ES AMOR;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;79;Transitado
X1501320189;MUJERES HUMILDES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;46;Inactivo
X1501320190;Nueva esperanza;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320191;LA NUEVA ESTRELLA DEL VALLECITO W-3;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;52;Transitado
X1501320192;OLLA COMUN LAS PRADERAS DE MARIATEGUI;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320193;MUJERES CORAJES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;21;Transitado
X1501320194;27 DE ENERO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;51;Inactivo
X1501320195;JEHOVA ES MI PASTOR;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;67;Transitado
X1501320196;Olla Común Madre Coraje;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320197;CERRITO LA LIBERTAD;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;105;Transitado
X1501320198;Las colinas;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320199;portada del sol;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320200;olla Común Santa Rosa de Campoy;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320201;Olla Común;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320202;olla Común Huerto de Campoy;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320203;Olla Comuna Las CASUARINAS de Campoy;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320204;MIRADOR CERRO SAUCE ALTO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320205;Olla Común Los Rosales;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320206;Olla Común los Girasoles;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320207;Olla Común El Mana;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320208;Nuevo Perú;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320209;PAN Y VINO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;49;Transitado
X1501320210;Olla Común Banquete de los Pobres;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320211;LOS ANDES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;71;Transitado
X1501320212;ARTURO REYES SUAREZ;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;50;Transitado
X1501320213;sanchez garcia leigj;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320214;UNA SOLA FUERZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;45;Transitado
X1501320215;01 DE AGOSTO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;116;Transitado
X1501320216;9 DE FEBRERO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;25;Inactivo
X1501320217;Mujeres Activas;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320218;MUJERES SOLIDARIAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;55;Transitado
X1501320219;LOS JARDINES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;33;Transitado
X1501320220;FLOR HURTADO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;50;Inactivo
X1501320221;LA FORTALEZA V ETAPA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;57;Inactivo
X1501320222;MADRES UNIDAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;29;Transitado
X1501320223;ESPERANZA DEL NUEVO AMANECER;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;87;Transitado
X1501320224;MANOS MILAGROSAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;85;Transitado
X1501320225;LOS JARDINES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320226;san martin de porras;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320227;tres regiones;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320228;LOS VENCEDORES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;46;Transitado
X1501320229;SAN FRANCISCO DE ASIS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;60;Transitado
X1501320230;1-Abr;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320231;pueblo unido de juana de arco;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320232;una patria sin pobres;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320233;DIVINA GRACIA DE DIOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;48;Transitado
X1501320234;HIJOS DE IGUAZU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;40;Inactivo
X1501320236;Guillermo Sanchez Villareal;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320237;lucha comunitaria;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320238;Nuevo Perú;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320239;Olla Comun El Mirador de Campoy;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320240;MUJERES UNIDAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;26;Transitado
X1501320241;CON FE Y ESPERANZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;52;Inactivo
X1501320242;ABRE TU CORAZON MUJER SOLIDARIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;52;Transitado
X1501320243;Las brillantes;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320244;Rosa De Guadalupe;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320245;MEDALLA MILAGROSA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320246;CAMPAMENTO DE DIOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Con balón de Gas;63;Transitado
X1501320247;santa rosa de lima;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320248;NUEVO AMANECER;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320249;OLLITA EL PERU SOMOS TODOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;18;Inactivo
X1501320250;RINCONCITO DE LA ESPERANZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;51;Transitado
X1501320251;OLLA COMUN PILAR NORES DE GARCIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;75;Inactivo
X1501320252;PUEBLO UNIDO LA PARCELA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;22;Transitado
X1501320253;Unidos en Cristo;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320254;MADRES EN PLAN DE LUCHA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;110;Transitado
X1501320255;UN GRANITO DE AMOR;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;0;Cancelado
X1501320256;FAMILIAS UNIDAS DE JEHOVA JIRE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;46;Transitado
X1501320257;mujeres luchadoras ampliación v 5 A;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320258;OLLA COMUN EL MILAGRO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320259;MUJERES ROSALINAS LUCHADORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;28;Inactivo
X1501320260;La Rinconada de juan pablo ll;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320261;9 DE FEBRERO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;77;Transitado
X1501320262;Villa paraíso;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320263;LA FORTALEZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;45;Inactivo
X1501320264;Olla Comun Sector B de Santa Rosa de Campoy;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320265;Emprendoras 2020;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320266;Olla Común el PESCADITO de Campoy;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320267;POCESIONARIOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;0;Cancelado
X1501320268;EL MIRADOR DE MARIATEGUI LA ESPERANZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;69;Transitado
X1501320269;OLLA COMUN SANTA ROSITA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;88;Inactivo
X1501320270;MUJERES LUCHADORAS DE MARIATEGUI;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;61;Transitado
X1501320271;NIÑOS CON DISCAPACIDAD;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;62;Transitado
X1501320272;LAS MILAGROSAS SUPER S2;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;58;Transitado
X1501320273;MADRES TRANSPARENTES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;93;Transitado
X1501320274;VISTA ALEGRE 3;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;28;Inactivo
X1501320275;TIERRA PROMETIDA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320276;LOS CLAVELES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;105;Transitado
X1501320277;OLLA COMUN MUJERES UNIDAS T6;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;55;Transitado
X1501320278;OLLA COMUN MUJERES TRABAJADORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;20;Transitado
X1501320279;LUCHADORAS DE R8J DE MARIATEGUI;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;78;Transitado
X1501320280;LA COCINA DE MERYGINE EN MIRAFLORES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;52;Transitado
X1501320281;LA CABAÑA DE LOS ALAMOS 4TA ZONA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;31;Transitado
X1501320282;BELLA VISTA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;31;Inactivo
X1501320283;MANO DE DIOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;28;Transitado
X1501320284;LOS MORENOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;42;Transitado
X1501320285;LAS GUERRERAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320286;MADRES TRIUNFADORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;67;Transitado
X1501320287;MADRES EMPRENDEDORAS DE CANTO GRANDE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;95;Transitado
X1501320288;LA QUEBRADA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;52;Inactivo
X1501320289;LOS ANGELES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Con balón de Gas;24;Inactivo
X1501320290;GUSTOK EN LA MIRA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;64;Transitado
X1501320291;04 DE FEBRERO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;28;Transitado
X1501320292;DIVINO NIÑO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320293;MADRES UNIDAS LAS TERRAZAS II CASUARINAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;53;Inactivo
X1501320295;SEMBRANDO CORAZON;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;55;Transitado
X1501320296;LAS LUCHADORAS DE SANTA ROSA DE LIMA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;47;Transitado
X1501320297;SIEMPRE UNIDOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;10;Inactivo
X1501320298;AMOR DE DIOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Con balón de Gas;21;Transitado
X1501320299;RAICES DE JICAMARCA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;101;Transitado
X1501320300;VIRGEN DE FATIMA SECTOR NUEVA JERUSALEN II;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;61;Transitado
X1501320301;MADRES GUERRERAS 2020;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;73;Transitado
X1501320302;EBENEZER;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;48;Transitado
X1501320303;DESARROLLO 1;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;40;Transitado
X1501320304;MUJERES UNIDAS DE MURUHUAY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;56;Transitado
X1501320305;RICARDO CHIROQUE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320306;MAMITAS LUCHADORAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;108;Transitado
X1501320307;VIRGEN DE FATIMA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;29;Inactivo
X1501320308;DIOS ES MI GUIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;40;Inactivo
X1501320309;Altas Montañas;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320310;MANZANAS UNIDAS SECTOR 6;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;43;Transitado
X1501320311;ZAPATITOS ROTOS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;30;Cancelado
X1501320312;MI PERU;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;55;Transitado
X1501320313;LAS ESPERANZAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;25;Inactivo
X1501320314;JARDINES DE MARIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;24;Inactivo
X1501320315;OLLA COMUN VALLE HERMOSA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;43;Transitado
X1501320316;AMPLIACION FLORES DE OLIVA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;47;Inactivo
X1501320317;patrón San Valentín;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;;Ninguna;0;Cancelado
X1501320318;LOS REMANENTES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;55;Transitado
X1501320319;SEÑOR CAUTIVO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;30;Inactivo
X1501320320;LOS HERALDOS DE MOTUPE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;36;Inactivo
X1501320321;LA OLLITA COMUN LOS BALCONES DE CAMPOY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;71;Transitado
X1501320322;SEÑOR DE LOS MILAGROS DE CAMPOY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;51;Transitado
X1501320323;LA TANTA RIKA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;0;Cancelado
X1501320324;OLLA LAS CASUARINAS DE CAMPOY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;6;Inactivo
X1501320326;LOS GIRASOLES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;32;Inactivo
X1501320327;LOS ROSALES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;50;Transitado
X1501320328;EL MIRADOR DE CAMPOY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;32;Inactivo
X1501320329;PIRAMIDE DE CAMPOY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;38;Transitado
X1501320330;EL PESCADITO DE CAMPOY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;38;Transitado
X1501320331;CUSICUSA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;30;Transitado
X1501320332;BUEN CORAZON;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;23;Transitado
X1501320333;EL MANA DE VILLA SAN ANTONIO DE CAMPOY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;35;Transitado
X1501320334;SANTA ROSA DE CAMPOY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;42;Transitado
X1501320335;MADRE CORAJE DE LA VERDAD;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;44;Transitado
X1501320336;WASI MIKUNA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;52;Transitado
X1501320337;MANOS SOLIDARIAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;34;Transitado
X1501320338;SAN FRANCISCO DE ASIS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;26;Transitado
X1501320339;JARDINES DE JICARMARCA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;27;Transitado
X1501320340;AQUI ME QUEDO;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;43;Transitado
X1501320341;HUERTO DE CAMPOY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;32;Inactivo
X1501320342;NUEVO AMANECER DE CAMPOY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320343;MEDALLA MILAGROSA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;35;Transitado
X1501320344;EL BANQUETE;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;30;Transitado
X1501320345;CIUDAD DE REY;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320346;LOS FORJADORES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;31;Transitado
X1501320347;LOS RUISEÑORES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;60;Inactivo
X1501320348;LA GRAN FAMILIA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;35;Transitado
X1501320350;TURISTICO SAN CRISTOBAL;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;35;Transitado
X1501320351;LA ESPERANZA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;46;Transitado
X1501320352;LAS GUERRERAS DE LAS FLORES DE JICAMARCA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;64;Transitado
X1501320353;OBSERVADOR DE LAS FLORES;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;61;Inactivo
X1501320354;LAS LOMAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;33;Transitado
X1501320355;YURA URPI DE LAS TORRES DE SAN CRISTOBAL (MUJERES BONITAS);LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320356;LAS CARIBEÑAS DE ANDAMARCA;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Ninguna;0;Cancelado
X1501320357;MANOS ABIERTAS;LIMA;LIMA;SAN JUAN DE LURIGANCHO;;SAN JUAN DE LURIGANCHO;Con balón de Gas;51;Inactivo
